Title,Note,URL,Tags,Comment
Raku,,https://www.google.com/maps/place/Raku/data=!4m2!3m1!1s0x89c2596cd01077a3:0xa97c11b20f1fe952,🍽️ Restaurant,
LOS TACOS No.1,,https://www.google.com/maps/place/LOS+TACOS+No.1/data=!4m2!3m1!1s0x89c2593a04e62653:0xbf92982681b06bd5,🍽️ Restaurant,
Katz's Delicatessen,,https://www.google.com/maps/place/Katz's+Delicatessen/data=!4m2!3m1!1s0x89c2598f7ff4aa09:0x313547e757cb8cea,🍽️ Restaurant,
MUI,,https://www.google.com/maps/place/MUI/data=!4m2!3m1!1s0x89c259a8f11a9d89:0x427c7cf4577fe8cf,🍽️ Restaurant,
AUTOPHOTO | Photobooth Gallery &… Busier than usual,,https://www.google.com/maps/place/AUTOPHOTO+%7C+Photobooth+Gallery+%26%E2%80%A6+Busier+than+usual/data=!4m2!3m1!1s0x89c2595d7c4708db:0xa0a81107e4e832ab,🤡 Fun,
Wo Hop,,https://www.google.com/maps/place/Wo+Hop/data=!4m2!3m1!1s0x89c25bf26cccf805:0x422cf585e503c4ad,🍽️ Restaurant,
Thai Villa,,https://www.google.com/maps/place/Thai+Villa/data=!4m2!3m1!1s0x89c259a3b48fdf7d:0x1b80533593b46ffa,🍽️ Restaurant,
Subject: A Cocktail Bar,,https://www.google.com/maps/place/Subject:+A+Cocktail+Bar/data=!4m2!3m1!1s0x89c259823ccfc0f7:0xcf3ece390c1dab2e,,
The Mayfly,,https://www.google.com/maps/place/The+Mayfly/data=!4m2!3m1!1s0x89c2594e38958b59:0xc3e5f0d5dabd6d5e,,
Apotheke Chinatown,,https://www.google.com/maps/place/Apotheke+Chinatown/data=!4m2!3m1!1s0x89c25a26f12e1137:0x16c8e1352e0c1901,,
Xiang Hotpot-Brooklyn,,https://www.google.com/maps/place/Xiang+Hotpot-Brooklyn/data=!4m2!3m1!1s0x89c245c80d7a990f:0xa536dcd27351ac64,🍽️ Restaurant,
Mountain House Flushing 川山甲,,https://www.google.com/maps/place/Mountain+House+Flushing+%E5%B7%9D%E5%B1%B1%E7%94%B2/data=!4m2!3m1!1s0x89c2600e66ce62d9:0x44b0be75430098f9,🍽️ Restaurant,
Nick + Sons Bakery,,https://www.google.com/maps/place/Nick+%2B+Sons+Bakery/data=!4m2!3m1!1s0x89c25994bd6b9e9d:0x6d49df690dc17729,🥨 Snack,
Rule of Thirds,,https://www.google.com/maps/place/Rule+of+Thirds/data=!4m2!3m1!1s0x89c259e462570469:0x368b01c9e40d301e,🍽️ Restaurant,
Felice Pasta Bar,,https://www.google.com/maps/place/Felice+Pasta+Bar/data=!4m2!3m1!1s0x89c25b124d0bfe61:0x60c1baf42286dccf,🍽️ Restaurant,
Clinton St. Baking Company,,https://www.google.com/maps/place/Clinton+St.+Baking+Company/data=!4m2!3m1!1s0x89c259821bab0de1:0xc97c4df9856335f1,🥓 Brunch,
Bark Barbecue,,https://www.google.com/maps/place/Bark+Barbecue/data=!4m2!3m1!1s0x89c25b7a4a529dd3:0x3042c02739b37844,🍽️ Restaurant,
Fornino,,https://www.google.com/maps/place/Fornino/data=!4m2!3m1!1s0x89c25940d46850c7:0xb670efdc74f19f51,🍽️ Restaurant,
Martha's Country Bakery,,https://www.google.com/maps/place/Martha's+Country+Bakery/data=!4m2!3m1!1s0x89c25e2133f979af:0xa7f358088161d74f,🥨 Snack,
Partners Coffee — Cafe & Roastery,,https://www.google.com/maps/place/Partners+Coffee+%E2%80%94+Cafe+%26+Roastery/data=!4m2!3m1!1s0x89c2595df71a30d3:0x3b2bf8cb53885942,☕️ Cafe,
Hungry Ghost Coffee,,https://www.google.com/maps/place/Hungry+Ghost+Coffee/data=!4m2!3m1!1s0x89c25958eb1b37f5:0x75636c65a4127bfd,☕️ Cafe,
Esse Taco,,https://www.google.com/maps/place/Esse+Taco/data=!4m2!3m1!1s0x89c259d82621c835:0x4e813dd9dcf97c6d,🍽️ Restaurant,
Burrow,,https://www.google.com/maps/place/Burrow/data=!4m2!3m1!1s0x89c25a33bc5a35db:0x836fefcf95c270fd,🥨 Snack,
Sunday In Brooklyn,,https://www.google.com/maps/place/Sunday+In+Brooklyn/data=!4m2!3m1!1s0x89c25961f5821591:0xe87bf78ace54ae7d,🍽️ Restaurant,
Qahwah House Coffee - Williamsburg Brooklyn,,https://www.google.com/maps/place/Qahwah+House+Coffee+-+Williamsburg+Brooklyn/data=!4m2!3m1!1s0x89c25953721fc19d:0x185b29b3e7559d6e,🥓 Brunch,
Chino Grande,,https://www.google.com/maps/place/Chino+Grande/data=!4m2!3m1!1s0x89c259cbfdf0609f:0x631ae3ab85903ed8,🍽️ Restaurant,
Leo,,https://www.google.com/maps/place/Leo/data=!4m2!3m1!1s0x89c259f246a16dc1:0xffeefd33565822d9,🍽️ Restaurant,
The Four Horsemen,,https://www.google.com/maps/place/The+Four+Horsemen/data=!4m2!3m1!1s0x89c2595f978c306d:0xc4f5e97ed7458852,🍽️ Restaurant,
Myrtle Thai,,https://www.google.com/maps/place/Myrtle+Thai/data=!4m2!3m1!1s0x89c25bb8693041af:0x2c3ecbc2b05541fb,🍽️ Restaurant,
Sunset Park,,https://www.google.com/maps/place/Sunset+Park/data=!4m2!3m1!1s0x89c25ab3e466657d:0x83eb32ea80df632,,
Black Brick Coffee,,https://www.google.com/maps/place/Black+Brick+Coffee/data=!4m2!3m1!1s0x89c259604f0cc745:0x176cb125f51af5a6,☕️ Cafe,
Oxomoco,,https://www.google.com/maps/place/Oxomoco/data=!4m2!3m1!1s0x89c25940eeb3ffff:0xb204737f07ea317b,🍽️ Restaurant,
Happy Zoe Vegan Bakery,,https://www.google.com/maps/place/Happy+Zoe+Vegan+Bakery/data=!4m2!3m1!1s0x89c259c7a9f9254d:0x92c543604da0597d,🥨 Snack,
Spoonbill & Sugartown Books,,https://www.google.com/maps/place/Spoonbill+%26+Sugartown+Books/data=!4m2!3m1!1s0x89c2595e0435c1c7:0x8df47569003915b5,🛍️ Shopping,
Lisbonata,,https://www.google.com/maps/place/Lisbonata/data=!4m2!3m1!1s0x89c25b002db9014f:0x2af158f454d3e27f,🥨 Snack,
RHYTHM ZERO | GREENPOINT,,https://www.google.com/maps/place/RHYTHM+ZERO+%7C+GREENPOINT/data=!4m2!3m1!1s0x89c25924d1301dfd:0xe007bdb134654609,☕️ Cafe,
Apollo Bagels,,https://www.google.com/maps/place/Apollo+Bagels/data=!4m2!3m1!1s0x89c259006b5f41ef:0x87200d2c9acee1d0,🥨 Snack,
Bakeri,,https://www.google.com/maps/place/Bakeri/data=!4m2!3m1!1s0x89c25967849c1961:0x939b32bbc2eb3149,🥨 Snack,
Joe's Pizza,,https://www.google.com/maps/place/Joe's+Pizza/data=!4m2!3m1!1s0x89c2595e06e2d8fd:0x8c192a5ea7058108,🍽️ Restaurant,
Prince Street Pizza,,https://www.google.com/maps/place/Prince+Street+Pizza/data=!4m2!3m1!1s0x89c25985f7ec1beb:0x3c39f655da433d9d,🍽️ Restaurant,
L’industrie Pizzeria West Village,,https://www.google.com/maps/place/L%E2%80%99industrie+Pizzeria+West+Village/data=!4m2!3m1!1s0x89c2599568ac63f7:0x78fb89ff91782eb0,🍽️ Restaurant,
L'industrie Pizzeria,,https://www.google.com/maps/place/L'industrie+Pizzeria/data=!4m2!3m1!1s0x89c25be02249e843:0x95c3f90fbb6a4745,🍽️ Restaurant,
Una Pizza Napoletana,,https://www.google.com/maps/place/Una+Pizza+Napoletana/data=!4m2!3m1!1s0x89c25983f90bb601:0xa85e9b098e3afb21,🍽️ Restaurant,
United Nations Headquarters,,https://www.google.com/maps/place/United+Nations+Headquarters/data=!4m2!3m1!1s0x89c2591ce0874d11:0xc5fae28bdd3df635,,
Little Italy,,https://www.google.com/maps/place/Little+Italy/data=!4m2!3m1!1s0x89c2598845057def:0x9ecf1b969fbbb484,,
Flatiron Building,,https://www.google.com/maps/place/Flatiron+Building/data=!4m2!3m1!1s0x89c259a3f71c1f67:0xde2a6125ed704926,,
New York Public Library - Stephen A. Schwarzman Building,,https://www.google.com/maps/place/New+York+Public+Library+-+Stephen+A.+Schwarzman+Building/data=!4m2!3m1!1s0x89c2590099a8a8a9:0x3b51df6e509a734c,,
Intrepid Museum,,https://www.google.com/maps/place/Intrepid+Museum/data=!4m2!3m1!1s0x89c2584ed560199f:0x22362b652743ff1,🖼️ Museum,
Trinity Church,,https://www.google.com/maps/place/Trinity+Church/data=!4m2!3m1!1s0x89c25a10ced9576d:0x108ca86bfa93609e,,
Statue of Liberty,,https://www.google.com/maps/place/Statue+of+Liberty/data=!4m2!3m1!1s0x89c25090129c363d:0x40c6a5770d25022b,,
9/11 Memorial & Museum,,https://www.google.com/maps/place/9%2F11+Memorial+%26+Museum/data=!4m2!3m1!1s0x89c25a1a3be8cb45:0xf430ccc5401d1eed,🖼️ Museum,
Ground Zero,,https://www.google.com/maps/place/Ground+Zero/data=!4m2!3m1!1s0x89c25b47e26b0d4d:0x573349b2dd528582,,
Oculus World Trade Center,,https://www.google.com/maps/place/Oculus+World+Trade+Center/data=!4m2!3m1!1s0x89c25b3ec115fee1:0x3379bef08da10ec1,,
St. Patrick's Cathedral,,https://www.google.com/maps/place/St.+Patrick's+Cathedral/data=!4m2!3m1!1s0x89c258fc102f6e51:0x88603435e036aa5b,,
The Metropolitan Museum of Art,,https://www.google.com/maps/place/The+Metropolitan+Museum+of+Art/data=!4m2!3m1!1s0x89c25896f660c26f:0x3b2fa4f4b6c6a1fa,🖼️ Museum,
BLODA'S CHOICE Vintage store,,https://www.google.com/maps/place/BLODA'S+CHOICE+Vintage+store/data=!4m2!3m1!1s0x89c25fb6805fbc03:0xd10e089728e2445a,🛍️ Shopping,
Wolfgang's Steakhouse,,https://www.google.com/maps/place/Wolfgang's+Steakhouse/data=!4m2!3m1!1s0x89c259ab55823ab9:0xdfc36ec4ce37a569,🍽️ Restaurant,
Dover Street Market New York,,https://www.google.com/maps/place/Dover+Street+Market+New+York/data=!4m2!3m1!1s0x89c25908147e2f4d:0x708cff5aee1ebb71,🛍️ Shopping,
Reservations Only Vintage,,https://www.google.com/maps/place/Reservations+Only+Vintage/data=!4m2!3m1!1s0x89c25b0566f171df:0x8cd2baa7e98e679,🛍️ Shopping,
Above Chinatown,,https://www.google.com/maps/place/Above+Chinatown/data=!4m2!3m1!1s0x89c25bf9d1cd40dd:0x6b0eecdd5e54aac0,🛍️ Shopping,
ACME,,https://www.google.com/maps/place/ACME/data=!4m2!3m1!1s0x89c2599aad9028c9:0x23ce1d3bc6d923bd,🕺 Club,
Patisserie Fouet,,https://www.google.com/maps/place/Patisserie+Fouet/data=!4m2!3m1!1s0x89c259007a95d9dd:0x423d76de90f7cecf,🥨 Snack,
Tomatoes Vintage,,https://www.google.com/maps/place/Tomatoes+Vintage/data=!4m2!3m1!1s0x89c25bda623636f1:0x8719ea73858dca4a,🛍️ Shopping,
Eileen's Special Cheesecake,,https://www.google.com/maps/place/Eileen's+Special+Cheesecake/data=!4m2!3m1!1s0x89c25988dc90e369:0x3a0e74d10d91383,🥨 Snack,
Dominique Ansel Bakery,,https://www.google.com/maps/place/Dominique+Ansel+Bakery/data=!4m2!3m1!1s0x89c2598c5a8e423f:0x501f1a0240e2f39a,🥨 Snack,
Keki Modern Cakes,,https://www.google.com/maps/place/Keki+Modern+Cakes/data=!4m2!3m1!1s0x89c25a2774a7b573:0x72861c723400246e,🥨 Snack,
Sweet Rehab,,https://www.google.com/maps/place/Sweet+Rehab/data=!4m2!3m1!1s0x89c25927a846d0fd:0xd549cb51b3680e9c,🥨 Snack,
Wenwen,,https://www.google.com/maps/place/Wenwen/data=!4m2!3m1!1s0x89c2595f20f6ca99:0xee8ef144f9bfebaf,🍽️ Restaurant,
OK Ryan,,https://www.google.com/maps/place/OK+Ryan/data=!4m2!3m1!1s0x89c2600c5625f629:0xf50d594ec608435,🍽️ Restaurant,
Taiwan Pork Chop House,,https://www.google.com/maps/place/Taiwan+Pork+Chop+House/data=!4m2!3m1!1s0x89c25bea201da5cd:0xe20c0187335eb582,🍽️ Restaurant,
Taiwanese Gourmet,,https://www.google.com/maps/place/Taiwanese+Gourmet/data=!4m2!3m1!1s0x89c25e52c83ff4c3:0xb2a20416ce4e84c5,🍽️ Restaurant,
Main Street Imperial Taiwanese,,https://www.google.com/maps/place/Main+Street+Imperial+Taiwanese/data=!4m2!3m1!1s0x89c2606f6bd4aceb:0x4edc7dbb97c141be,🍽️ Restaurant,
Four Four South Village 四四南村 - 46th Street,,https://www.google.com/maps/place/Four+Four+South+Village+%E5%9B%9B%E5%9B%9B%E5%8D%97%E6%9D%91+-+46th+Street/data=!4m2!3m1!1s0x89c25972a312d097:0xeaa2124d02c25eec,🍽️ Restaurant,
Win Son Bakery,,https://www.google.com/maps/place/Win+Son+Bakery/data=!4m2!3m1!1s0x89c25b9f9a844559:0x874264acd136a40f,🥨 Snack,
Win Son,,https://www.google.com/maps/place/Win+Son/data=!4m2!3m1!1s0x89c25bfc4ad8e6e3:0x4a3873012de5123e,🍽️ Restaurant,
247 Montgomery St,,https://www.google.com/maps/place/247+Montgomery+St/data=!4m2!3m1!1s0x89c250b116d44853:0xac0fbad5ef93e77b,🏠 🏠,
Santi,,https://www.google.com/maps/place/Santi/data=!4m2!3m1!1s0x89c259001279d139:0xe80357beb656d43f,🍽️ Restaurant,
Francie,,https://www.google.com/maps/place/Francie/data=!4m2!3m1!1s0x89c25b99b57f95df:0x6e98fe590a6989ce,🍽️ Restaurant,
Café Carmellini,,https://www.google.com/maps/place/Caf%C3%A9+Carmellini/data=!4m2!3m1!1s0x89c259faaeaab06f:0x2befe2a532b4e015,🍽️ Restaurant,
One White Street,,https://www.google.com/maps/place/One+White+Street/data=!4m2!3m1!1s0x89c25962c1d32521:0xa86f1e23c7388922,🍽️ Restaurant,
SEY Coffee,,https://www.google.com/maps/place/SEY+Coffee/data=!4m2!3m1!1s0x89c25c0105373fb7:0x783a86971e7d46ad,☕️ Cafe,
SCALINO GP,,https://www.google.com/maps/place/SCALINO+GP/data=!4m2!3m1!1s0x89c25944487fb5df:0xb404d8d89276c3e8,🍽️ Restaurant,
ENLY,,https://www.google.com/maps/place/ENLY/data=!4m2!3m1!1s0x89c2599b43264173:0x1ad925117415a479,☕️ Cafe,
Barbetta,,https://www.google.com/maps/place/Barbetta/data=!4m2!3m1!1s0x89c2585408007bef:0x8dba8cb4b56c6bb,🍽️ Restaurant,
Wayan,,https://www.google.com/maps/place/Wayan/data=!4m2!3m1!1s0x89c259094ef2ba9b:0x2a3083a007c909b2,🍽️ Restaurant,
Crown Shy,,https://www.google.com/maps/place/Crown+Shy/data=!4m2!3m1!1s0x89c25a16344bffff:0xd7c97b5c890e7912,🍽️ Restaurant,
Dayglow,,https://www.google.com/maps/place/Dayglow/data=!4m2!3m1!1s0x89c25da30393efa7:0x5c6af6324d564bae,☕️ Cafe,
Ten Thousand Coffee,,https://www.google.com/maps/place/Ten+Thousand+Coffee/data=!4m2!3m1!1s0x89c25bbab962687d:0xf77d56b03562e51e,☕️ Cafe,
Devoción,,https://www.google.com/maps/place/Devoci%C3%B3n/data=!4m2!3m1!1s0x89c259292a99521f:0xddfc3772b4b10463,☕️ Cafe,
Simpl Coffee,,https://www.google.com/maps/place/Simpl+Coffee/data=!4m2!3m1!1s0x89c25b0066567dbb:0x5e5b874b8df6927d,☕️ Cafe,
La Cabra,,https://www.google.com/maps/place/La+Cabra/data=!4m2!3m1!1s0x89c2590b5700aed3:0x143482a9c81bf22b,☕️ Cafe,
Devoción,,https://www.google.com/maps/place/Devoci%C3%B3n/data=!4m2!3m1!1s0x89c259617ae5b78b:0xe919ce17bb09920e,☕️ Cafe,
Mountain House,,https://www.google.com/maps/place/Mountain+House/data=!4m2!3m1!1s0x89c2599c79b00001:0xef65378399982a9b,🍽️ Restaurant,
Mari Vanna,,https://www.google.com/maps/place/Mari+Vanna/data=!4m2!3m1!1s0x89c259a17e948395:0xe14d69ef152b9a9e,🍽️ Restaurant,
Temple Court,,https://www.google.com/maps/place/Temple+Court/data=!4m2!3m1!1s0x89c25a1878c40c3d:0x5ce593d3e428d3ef,🍽️ Restaurant,
three legged cat,,https://www.google.com/maps/place/three+legged+cat/data=!4m2!3m1!1s0x89c259bc7d752259:0x90366963d5541aa2,☕️ Cafe,
A Pasta Bar,,https://www.google.com/maps/place/A+Pasta+Bar/data=!4m2!3m1!1s0x89c2598b73700473:0x1fde2bdd58efc3da,🍽️ Restaurant,
Kinzan Omakase,,https://www.google.com/maps/place/Kinzan+Omakase/data=!4m2!3m1!1s0x89c259a57d12e413:0x39c3a71ab0abda30,🍽️ Restaurant,
Zero Otto Nove Manhattan,,https://www.google.com/maps/place/Zero+Otto+Nove+Manhattan/data=!4m2!3m1!1s0x89c259a3972862c7:0xa22eca5f96106713,🍽️ Restaurant,
RokuNana,,https://www.google.com/maps/place/RokuNana/data=!4m2!3m1!1s0x89c25986345bac8b:0x5448647a98af77ff,🍽️ Restaurant,
CLASS on 38th,,https://www.google.com/maps/place/CLASS+on+38th/data=!4m2!3m1!1s0x89c259a07f0548e1:0xa0d278244f9688d,🍽️ Restaurant,
Le Coucou,,https://www.google.com/maps/place/Le+Coucou/data=!4m2!3m1!1s0x89c25989f3630ecb:0xd048cf49523f429d,🍽️ Restaurant,
Oiji Mi,,https://www.google.com/maps/place/Oiji+Mi/data=!4m2!3m1!1s0x89c259664d15ed79:0x5c9ea8800269810d,🍽️ Restaurant,
Chalong Southern Thai,,https://www.google.com/maps/place/Chalong+Southern+Thai/data=!4m2!3m1!1s0x89c2591e368c0087:0x99124cb91291893a,🍽️ Restaurant,
Popular,,https://www.google.com/maps/place/Popular/data=!4m2!3m1!1s0x89c2597bf5efcea3:0x3d4b5165027dab96,🍽️ Restaurant,
Keens Steakhouse,,https://www.google.com/maps/place/Keens+Steakhouse/data=!4m2!3m1!1s0x89c259a92938cde7:0xa89dbb19d96569cc,🍽️ Restaurant,
Jora,,https://www.google.com/maps/place/Jora/data=!4m2!3m1!1s0x89c259245acc1031:0xa32cce65e4455472,🍽️ Restaurant,
53,,https://www.google.com/maps/place/53/data=!4m2!3m1!1s0x89c259278bd66a43:0xe167d77a7148bd29,🍽️ Restaurant,
Locanda Verde Tribeca,,https://www.google.com/maps/place/Locanda+Verde+Tribeca/data=!4m2!3m1!1s0x89c259f5852e694d:0x5bed69f7f928f84b,🍽️ Restaurant,
Koi Omakase,,https://www.google.com/maps/place/Koi+Omakase/data=!4m2!3m1!1s0x89c25b82b2826a49:0x4f8b165606fecae2,🍽️ Restaurant,
L'Artusi,,https://www.google.com/maps/place/L'Artusi/data=!4m2!3m1!1s0x89c25994a2220ac7:0xb5043ebd59fcdcb6,🍽️ Restaurant,
Nama at Aman New York,,https://www.google.com/maps/place/Nama+at+Aman+New+York/data=!4m2!3m1!1s0x89c259ec4192bf5b:0x8c428c4be5fe9f2e,🍽️ Restaurant,
Jungsik,,https://www.google.com/maps/place/Jungsik/data=!4m2!3m1!1s0x89c25a1fd1cd24a5:0xe06d9ff42b6b6f23,🍽️ Restaurant,
Torien,,https://www.google.com/maps/place/Torien/data=!4m2!3m1!1s0x89c25919b67c47d3:0x91cb196c9f5841a2,🍽️ Restaurant,
Hoexter's,,https://www.google.com/maps/place/Hoexter's/data=!4m2!3m1!1s0x89c259f09f726025:0xe93e4ffbdcbe80f4,🍽️ Restaurant,
Ikigai,,https://www.google.com/maps/place/Ikigai/data=!4m2!3m1!1s0x89c25b007127847d:0x3045d06b6da2aadf,🍽️ Restaurant,
The Jazz Club at Aman New York,,https://www.google.com/maps/place/The+Jazz+Club+at+Aman+New+York/data=!4m2!3m1!1s0x89c2592cf20d2d33:0x410ee18936da929f,🍽️ Restaurant,
Passerine,,https://www.google.com/maps/place/Passerine/data=!4m2!3m1!1s0x89c25973628d3d37:0x91f9b3e84f2c959a,🍽️ Restaurant,
Musaafer,,https://www.google.com/maps/place/Musaafer/data=!4m2!3m1!1s0x89c25b0003b521d3:0x5aff9b19dec3fd45,🍽️ Restaurant,
The Golden Swan,,https://www.google.com/maps/place/The+Golden+Swan/data=!4m2!3m1!1s0x89c2594650ed25e1:0xd6556d9baf034421,🍽️ Restaurant,
Genesis House,,https://www.google.com/maps/place/Genesis+House/data=!4m2!3m1!1s0x89c259c390fd573f:0x21fc704b83214e60,🍽️ Restaurant,
Manhatta,,https://www.google.com/maps/place/Manhatta/data=!4m2!3m1!1s0x89c25bc797d635a1:0x60b055910436a0a4,🍽️ Restaurant,
The Leopard at des Artistes,,https://www.google.com/maps/place/The+Leopard+at+des+Artistes/data=!4m2!3m1!1s0x89c258f4bf692e2b:0x9104289ecce59bb4,🍽️ Restaurant,
Shukette,,https://www.google.com/maps/place/Shukette/data=!4m2!3m1!1s0x89c259a8a3d9a6b9:0xa91f343a1ae86384,🍽️ Restaurant,
Portale,,https://www.google.com/maps/place/Portale/data=!4m2!3m1!1s0x89c2592b2ea83bf9:0x2683844199470481,🍽️ Restaurant,
Mitr Thai Restaurant,,https://www.google.com/maps/place/Mitr+Thai+Restaurant/data=!4m2!3m1!1s0x89c259c2d782a2dd:0x42f5e1bd339df757,🍽️ Restaurant,
Raku,,https://www.google.com/maps/place/Raku/data=!4m2!3m1!1s0x89c2599cd02ee1f1:0x6716c1f123435a34,🍽️ Restaurant,
Leitao,,https://www.google.com/maps/place/Leitao/data=!4m2!3m1!1s0x89c25994ca6f25fb:0xd6736dd24abe791b,🍽️ Restaurant,
SaiTong Thai,,https://www.google.com/maps/place/SaiTong+Thai/data=!4m2!3m1!1s0x89c2592aa7b98c2b:0xe91ce16d3d3fa6ec,🍽️ Restaurant,
Momokawa,,https://www.google.com/maps/place/Momokawa/data=!4m2!3m1!1s0x89c258c0ab3df973:0x3f5cd67e6fb81efe,🍽️ Restaurant,
konban NYC,,https://www.google.com/maps/place/konban+NYC/data=!4m2!3m1!1s0x89c259cd8ad164bd:0xb17053d7b7443f4d,🍽️ Restaurant,
Don Angie,,https://www.google.com/maps/place/Don+Angie/data=!4m2!3m1!1s0x89c25995f4b5107f:0xb7d70b00818a6b5f,🍽️ Restaurant,
Saint Julivert,,https://www.google.com/maps/place/Saint+Julivert/data=!4m2!3m1!1s0x89c25b57c4a9ff0b:0x60706e76f43efcb8,🍽️ Restaurant,
Pranakhon,,https://www.google.com/maps/place/Pranakhon/data=!4m2!3m1!1s0x89c259c29d3f6979:0xa75b49602df01d5,🍽️ Restaurant,
Bangkok Supper Club,,https://www.google.com/maps/place/Bangkok+Supper+Club/data=!4m2!3m1!1s0x89c259350ea1dbbd:0xa4414d5a0ffb0e7a,🍽️ Restaurant,
JoJo by Jean-Georges,,https://www.google.com/maps/place/JoJo+by+Jean-Georges/data=!4m2!3m1!1s0x89c258eed435d923:0x840af7ca6f4a7625,🍽️ Restaurant,
The Dead Rabbit,,https://www.google.com/maps/place/The+Dead+Rabbit/data=!4m2!3m1!1s0x89c25a1469891821:0xea6b2acef790acd8,,
Le Pavillon,,https://www.google.com/maps/place/Le+Pavillon/data=!4m2!3m1!1s0x89c259eb7709c08d:0x9dae949d90a44127,🍽️ Restaurant,
Place des Fêtes,,https://www.google.com/maps/place/Place+des+F%C3%AAtes/data=!4m2!3m1!1s0x89c25b6598f21eb7:0x3d2755c3274136cc,🍽️ Restaurant,
Samwoojung,,https://www.google.com/maps/place/Samwoojung/data=!4m2!3m1!1s0x89c2596568c74e1d:0x2d1e837d97066148,🍽️ Restaurant,
In Common NYC - A Breakfast & Brunch Restaurant,,https://www.google.com/maps/place/In+Common+NYC+-+A+Breakfast+%26+Brunch+Restaurant/data=!4m2!3m1!1s0x89c259b52862a671:0xd50cb6d3dbcffc98,🥓 Brunch,
TONCHIN NEW YORK,,https://www.google.com/maps/place/TONCHIN+NEW+YORK/data=!4m2!3m1!1s0x89c259a98ab30107:0x46b7547c1f13736f,🍽️ Restaurant,
Little Ruby's SoHo,,https://www.google.com/maps/place/Little+Ruby's+SoHo/data=!4m2!3m1!1s0x89c25988cae82479:0x4921cfc532487554,🍽️ Restaurant,
THEP Thai Restaurant,,https://www.google.com/maps/place/THEP+Thai+Restaurant/data=!4m2!3m1!1s0x89c258c07a5ea5cf:0x5cf2ab26e12e1634,🍽️ Restaurant,
Cho Dang Gol,,https://www.google.com/maps/place/Cho+Dang+Gol/data=!4m2!3m1!1s0x89c259a963364753:0xcf37071ffd9c5c2a,🍽️ Restaurant,
Tompkins Square Bagels | East Village Bagels,,https://www.google.com/maps/place/Tompkins+Square+Bagels+%7C+East+Village+Bagels/data=!4m2!3m1!1s0x89c259762e26a813:0xf37426d261b7d2db,🥨 Snack,
Ess-a-Bagel,,https://www.google.com/maps/place/Ess-a-Bagel/data=!4m2!3m1!1s0x89c2590b266a5bc3:0x50d44427fdf02a9,🥨 Snack,
Kanoyama,,https://www.google.com/maps/place/Kanoyama/data=!4m2!3m1!1s0x89c2599c28f23a43:0x96dd219cb7507f60,🍽️ Restaurant,
Leo's Bagels,,https://www.google.com/maps/place/Leo's+Bagels/data=!4m2!3m1!1s0x89c25a16811c3d49:0x9d94f27d104bc465,🥨 Snack,
Russ & Daughters,,https://www.google.com/maps/place/Russ+%26+Daughters/data=!4m2!3m1!1s0x89c259838d0451ed:0x28bb3770b1dd464b,🥨 Snack,
Liberty Bagels Midtown,,https://www.google.com/maps/place/Liberty+Bagels+Midtown/data=!4m2!3m1!1s0x89c259b20c906a11:0xa89ffd125470aef0,🥨 Snack,
Cathédrale Restaurant,,https://www.google.com/maps/place/Cath%C3%A9drale+Restaurant/data=!4m2!3m1!1s0x89c2597287a09225:0x86ecccf38f4be271,🍽️ Restaurant,
The Fulton by Jean-Georges,,https://www.google.com/maps/place/The+Fulton+by+Jean-Georges/data=!4m2!3m1!1s0x89c25b40e9297c69:0xe82281afc7bda8d4,🍽️ Restaurant,
Buddakan,,https://www.google.com/maps/place/Buddakan/data=!4m2!3m1!1s0x89c259bf3e57060b:0x4f1608274f5e6fe6,🍽️ Restaurant,
Electric Lemon,,https://www.google.com/maps/place/Electric+Lemon/data=!4m2!3m1!1s0x89c2599b45c67321:0xee70d73b43f58696,🍽️ Restaurant,
Ye's Apothecary 夜莺,,https://www.google.com/maps/place/Ye's+Apothecary+%E5%A4%9C%E8%8E%BA/data=!4m2!3m1!1s0x89c2598cc6f4f1d7:0xa99e4cae31242689,,
Martiny’s,,https://www.google.com/maps/place/Martiny%E2%80%99s/data=!4m2!3m1!1s0x89c259db1ccc1cff:0xf946757dd9a05875,,
schmuck.,,https://www.google.com/maps/place/schmuck./data=!4m2!3m1!1s0x89c2590077fd65ab:0x74ceb66d0bd25576,,
Double Chicken Please,,https://www.google.com/maps/place/Double+Chicken+Please/data=!4m2!3m1!1s0x89c2594f17616e23:0xfe458d735da2699e,,
Sip&Guzzle,,https://www.google.com/maps/place/Sip%26Guzzle/data=!4m2!3m1!1s0x89c2595f07acd2e3:0xbf4202b1312b5cf1,,
Chinato,,https://www.google.com/maps/place/Chinato/data=!4m2!3m1!1s0x89c25907c9d0017b:0xeb3eef72875eccdf,,
Angel’s Share,,https://www.google.com/maps/place/Angel%E2%80%99s+Share/data=!4m2!3m1!1s0x89c2595740b0288b:0x992c21b7ae11bbee,,
Amor y Amargo,,https://www.google.com/maps/place/Amor+y+Amargo/data=!4m2!3m1!1s0x89c2599d4b19b339:0x54a834c20ae6f7d1,,
Old Friend Photobooth,,https://www.google.com/maps/place/Old+Friend+Photobooth/data=!4m2!3m1!1s0x89c25954bdae8b85:0xd8bccfea018f0bb0,🤡 Fun,
Superbueno,,https://www.google.com/maps/place/Superbueno/data=!4m2!3m1!1s0x89c25968d57b736d:0x66559ce4e7393935,,
